model,language,category,total,correct,accuracy
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,other,46,17,0.369565
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,health,35,19,0.542857
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,economics,42,32,0.761905
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,math,68,51,0.75
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,physics,65,44,0.676923
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,computer science,20,10,0.5
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,philosophy,25,11,0.44
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,de,engineering,48,17,0.354167
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,all,588,327,0.556122
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,business,40,22,0.55
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,law,48,9,0.1875
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,psychology,40,25,0.625
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,biology,36,26,0.722222
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,chemistry,56,33,0.589286
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,history,19,9,0.473684
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,other,46,17,0.369565
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,health,35,21,0.6
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,economics,42,35,0.833333
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,math,68,51,0.75
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,physics,65,44,0.676923
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,computer science,20,10,0.5
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,philosophy,25,11,0.44
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,zh,engineering,48,14,0.291667
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,all,588,142,0.241497
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,business,40,10,0.25
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,law,48,8,0.166667
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,psychology,40,9,0.225
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,biology,36,11,0.305556
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,chemistry,56,18,0.321429
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,history,19,3,0.157895
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,other,46,6,0.130435
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,health,35,7,0.2
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,economics,42,4,0.095238
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,math,68,29,0.426471
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,physics,65,16,0.246154
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,computer science,20,6,0.3
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,philosophy,25,2,0.08
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,yo,engineering,48,13,0.270833
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,all,588,339,0.576531
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,business,40,26,0.65
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,law,48,10,0.208333
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,psychology,40,25,0.625
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,biology,36,30,0.833333
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,chemistry,56,39,0.696429
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,history,19,8,0.421053
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,other,46,19,0.413043
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,health,35,23,0.657143
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,economics,42,30,0.714286
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,math,68,54,0.794118
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,physics,65,44,0.676923
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,computer science,20,11,0.55
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,philosophy,25,10,0.4
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,ru,engineering,48,10,0.208333
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,all,588,337,0.573129
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,business,40,27,0.675
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,law,48,16,0.333333
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,psychology,40,25,0.625
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,biology,36,30,0.833333
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,chemistry,56,31,0.553571
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,history,19,9,0.473684
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,other,46,19,0.413043
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,health,35,26,0.742857
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,economics,42,29,0.690476
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,math,68,50,0.735294
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,physics,65,40,0.615385
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,computer science,20,10,0.5
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,philosophy,25,13,0.52
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,pt,engineering,48,12,0.25
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,all,588,342,0.581633
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,business,40,29,0.725
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,law,48,13,0.270833
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,psychology,40,23,0.575
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,biology,36,27,0.75
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,chemistry,56,38,0.678571
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,history,19,9,0.473684
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,other,46,21,0.456522
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,health,35,22,0.628571
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,economics,42,31,0.738095
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,math,68,51,0.75
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,physics,65,43,0.661538
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,computer science,20,12,0.6
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,philosophy,25,11,0.44
Qwen3-4B__adapter__sft_sib200__qwen3_4b__1flip_1edit_1aug__en_ar_de_ru_sw_vi_zh__lr_1em6__lora_all__260330_104648,fr,engineering,48,12,0.25
